,"Active Status","Type","Item","Description","Sales Tax Code","Account","COGS Account","Asset Account","Accumulated Depreciation","Purchase Description","Quantity On Hand","Cost","Preferred Vendor","Tax Agency","Price","Reorder Pt (Min)","MPN"
,"Active","Inventory Part","27A","12 VOLT HV ALKALINE","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"12 VOLT HV ALKALINE",-756,0.10,"WAMA",,2.95,"","27A"
,"Active","Inventory Part","27F60","27F-60 POWERTRON","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"27F-60 POWERTRON",-3,62.90,"BATTERY DISTRIBUTORS",,103.95,"","27F-60"
,"Active","Inventory Part","280531","250/450CC MOTO SUBFRAME","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"250/450CC MOTO SUBFRAME",-3,19.16,"MOTOACCESSORIES",,256.50,"","280531"
,"Active","Inventory Part","280532","SUBFRAME HONDA 09 10","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"SUBFRAME HONDA 09 10",-1,22.99,"MOTOACCESSORIES",,225.00,"","280532"
,"Active","Inventory Part","280534","11 12 13 cr450rcr250r","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"11 12 13 cr450rcr250r",-1,25.86,"MOTOACCESSORIES",,215.04,"","280534"
,"Active","Inventory Part","280630","KAWASAKI KX250F KX450","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"KAWASAKI KX250F KX450",-4,20.11,"MOTOACCESSORIES",,210.00,"","280630"
,"Active","Inventory Part","280632","DB 12-14 KX250FKX450F","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"DB 12-14 KX250FKX450F",-15,25.56,"MOTOACCESSORIES",,250.00,"","280632"
,"Active","Inventory Part","280701","BRACKET PILLION SEAT","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"BRACKET PILLION SEAT",-9,23.00,"KAGE",,254.32,"","280701"
,"Active","Inventory Part","280709","RIGHT SEAT RAIL","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"RIGHT SEAT RAIL",-2,24.80,"MINT",,220.10,"","280709"
,"Active","Inventory Part","280710","LEFT SEAT RAIL","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"LEFT SEAT RAIL",-4,24.80,"MOTOACCESSORIES",,220.10,"","280710"
,"Active","Inventory Part","280711","HOOK PILLION SEAT","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"HOOK PILLION SEAT",-12,4.95,"MOTOACCESSORIES",,24.95,"","280711"
,"Active","Inventory Part","280832","YZ450F  10-13 SUBFRAME","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"YZ450F  10-13 SUBFRAME",-4,22.99,"MOTOACCESSORIES",,291.50,"","280832"
,"Active","Inventory Part","300503","BOLT KIT W/S CBR600RR","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"BOLT KIT W/S CBR600RR",-2,1.97,"MOTOACCESSORIES",,14.95,"","300503"
,"Active","Inventory Part","300509","BOLT KIT W/S CBR1000RR","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"BOLT KIT W/S CBR1000RR",-2,2.15,"MOTOACCESSORIES",,14.95,"","300509"
,"Active","Inventory Part","300602","BOLT KIT WINDSCREEN KAWASAKI ZX6R 03-08","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"BOLTKIT WINDSCREEN KAWASAKI ZX6R 03-08",-1,1.79,"MOTOACCESSORIES",,14.95,"","300602"
,"Active","Inventory Part","300704","BOLT KIT W/S GSXR600/750/1000","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"BOLT KIT W/S GSXR600/750/1000",-4,1.49,"MOTOACCESSORIES",,14.95,"","300704"
,"Active","Inventory Part","300802","BOLT KIT DOR WINDSCREEN YZF R6/R6S","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"BOLT KIT DOR WINDSCREEN YZF R6/R6S",-1,1.12,"MOTOACCESSORIES",,14.95,"","300802"
,"Active","Inventory Part","3030N","3/0 NEGATIVE STRAIGHT TERMINAL","Tax","52900 · Purchases - Resale Items","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"3/0 NEGATIVE STRAIGHT TERMINAL",0,1.65,"FTZ",,3.98,"","12580"
,"Active","Inventory Part","319","319 SILVER OXIDE","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"319 SILVER OXIDE",-230,0.25,"EVERGREEN",,1.75,"","319"
,"Active","Inventory Part","31BLEM","31BLEM","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"31BLEM",-1,0.00,"INTERSTATE BATTERY",,0.00,"","31BLEM"
,"Active","Inventory Part","3217-0006","ODYSSEY SAE TERM KIT","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"ODYSSEY SAE TERM KIT",-10,3.85,"ROYAL BATTERY",,10.85,"","3217-0006"
,"Active","Inventory Part","34 BLEM","34 BLEM 90 DAY WARRANTY","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"34 BLEM 90 DAY WARRANTY",-19,22.00,"INTERSTATE BATTERY",,42.95,"","EC34"
,"Active","Inventory Part","3472","3472 GRP 34 60 MONTH","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"3472 GRP 34 60 MONTH",0,0.00,"BATTERY DISTRIBUTORS",,86.95,"","34-72"
,"Active","Inventory Part","35 BLEM","35 BLEM 90 DAY WARRANTY","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"35 BLEM 90 DAY WARRANTY",-14,22.00,"INTERSTATE BATTERY",,42.95,"","EC 35"
,"Active","Inventory Part","3513PCS","WHIP SL DISCONTINUED","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WHIP SL DISCONTINUED",-1,2.00,"PACIFIC COAST",,10.95,"","3513PCS"
,"Active","Inventory Part","3560","3560 GRP 34 60 MONTH","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"3560 GRP 34 60 MONTH",-3,42.95,"BATTERY DISTRIBUTORS",,0.00,"","35-60"
,"Active","Inventory Part","3K-BAMF8002","MISC","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"MISC",-2,44.00,"SUNN BATTERY",,55.00,"","3K-BAMF8002"
,"Active","Inventory Part","3K-HED31000.1D","MISC","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"MISC",-1,104.00,"SUNN BATTERY",,130.00,"","3K-HED31000.1D"
,"Active","Inventory Part","3K-PD762","MISC ITEM","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"MISC ITEM",-2,140.00,"SUNN BATTERY",,175.00,"","3K-PD762"
,"Active","Inventory Part","3K-PR654N","MISC","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"MISC",-3,34.55,"SUNN BATTERY",,43.19,"","3K-PR654N"
,"Active","Inventory Part","3K-RWM254","MISC","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"MISC",-1,32.00,"SUNN BATTERY",,40.00,"","3K-RWM254"
,"Active","Inventory Part","3K-STL2.560","MISC","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"MISC",-2,60.00,"SUNN BATTERY",,75.00,"","3K-STL2.560"
,"Active","Inventory Part","3K-STL4.320","MISC","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"MISC",-1,70.78,"MOTOBATT",,88.48,"","3K-STL4.320"
,"Active","Inventory Part","4-AA800","4.8 VOLT 800MAH PACK","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"4.8 VOLT 800MAH PACK",0,2.52,"JINDA",,8.80,"","AA800"
,"Active","Inventory Part","4/5AF1200","4/5 FAT  1200 MAH NICAD","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"4/5 FAT  1200 MAH NICAD",-28,1.28,"TNR",,4.85,"","4/5AF1200"
,"Active","Inventory Part","4222PCS","STRIKE POL. BK W/BLM","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"STRIKE POL. BK W/BLM",-1,6.70,"PACIFIC COAST",,26.95,"","4222PCS"
,"Active","Inventory Part","4229PCS","STRIKE POL BROWN/TORT","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"STRIKE POL BROWN/TORT",-2,5.75,"PACIFIC COAST",,23.95,"","4229PCS"
,"Active","Inventory Part","4250PCS","FUSION SILVER/BLACK","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"FUSION SILVER/BLACK",-2,3.85,"PACIFIC COAST",,16.95,"","4250PCS"
,"Active","Inventory Part","43023PCS","CHIX RALLY PURPLE/SM","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"CHIX RALLY PURPLE/SM",-7,4.00,"PACIFIC COAST",,17.95,"","43023PCS"
,"Active","Inventory Part","4310PCS","FREEDOM BLK/SMOKE","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"FREEDOM BLK/SMOKE",22,3.25,"PACIFIC COAST",,15.95,"","4310PCS"
,"Active","Inventory Part","43112PCS","FREEDOM BK W/ YL LENS","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"FREEDOM BK W/ YL LENS",-14,3.10,"PACIFIC COAST",,15.95,"","43112PCS"
,"Active","Inventory Part","43113PCS","FREEDOM PR FRAME W/SM","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"FREEDOM PR FRAME W/SM",-20,4.15,"PACIFIC COAST",,16.95,"","43113PCS"
,"Active","Inventory Part","4311PCS","FREEDOM DAY 2 NITE","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"FREEDOM DAY 2 NITE",-2,26.80,"PACIFIC COAST",,53.60,"","4311PCS"
,"Active","Inventory Part","4312PCS","FREEDOM SL W/ BL MIRROR","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"FREEDOM SL W/ BL MIRROR",-1,3.35,"PACIFIC COAST",,14.95,"","4312PCS"
,"Active","Inventory Part","4315PCS","FREEDOM BK W/ CL LENS","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"FREEDOM BK W/ CL LENS",-12,3.25,"PACIFIC COAST",,15.95,"","4315PCS"
,"Active","Inventory Part","4319PCS","FREEDOM POL BK W/SM","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"FREEDOM POL BK W/SM",-1,5.25,"PACIFIC COAST",,22.95,"","4319PCS"
,"Active","Inventory Part","43622PCS","CHOPPER ALUM BLUE MIRROR","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"CHOPPER ALUM BLUE MIRROR",0,4.00,"PACIFIC COAST",,15.95,"","43622PCS"
,"Active","Inventory Part","4380PCS","NAVIGATOR BK/SM LENS","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"NAVIGATOR BK/SM LENS",-2,3.20,"PACIFIC COAST",,14.95,"","4380PCS"
,"Active","Inventory Part","4440PCS","HEAT SILVER/SILVER","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"HEAT SILVER/SILVER",8,4.50,"PACIFIC COAST",,18.95,"","4440"
,"Active","Inventory Part","4442PCS","HEAT  BLUE  W/BL MIRROR","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"HEAT  BLUE  W/BL MIRROR",-1,4.55,"PACIFIC COAST",,18.95,"","4442PCS"
,"Active","Inventory Part","4510PCS","PISTON BK/SM","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"PISTON BK/SM",-1,2.90,"PACIFIC COAST",,13.95,"","4510PCS"
,"Active","Inventory Part","4520PCS","NOMAD BK W/SM LENS","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"NOMAD BK W/SM LENS",-2,3.20,"PACIFIC COAST",,13.95,"","4520PCS"
,"Active","Inventory Part","4700PCS","FAIRING CL SM DISCONTINUED","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"FAIRING CL SM DISCONTINUED",-1,6.50,"PACIFIC COAST",,18.95,"","4700PCS"
,"Active","Inventory Part","476A","6V ALKALINE CYLINDRICAL","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"6V ALKALINE CYLINDRICAL",-1658,0.11,"WAMA",,1.75,"","476A"
,"Active","Inventory Part","4790 BLEM","47 BLEM 90 DAY WARRANTY","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"47 BLEM 90 DAY WARRANTY",-2,22.00,"INTERSTATE BATTERY",,52.95,"",
,"Active","Inventory Part","48 BLEM","48 BLEM 90 DAY WARRANTY","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"48 BLEM 90 DAY WARRANTY",-13,22.00,"INTERSTATE BATTERY",,42.95,"","EC 48"
,"Active","Inventory Part","4872","HEAVY DUTY BATTERY GRP 48-60","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"HEAVY DUTY BATTERY GRP 48-60",1,62.00,"BATTERY DISTRIBUTORS",,103.92,"","48-72"
,"Active","Inventory Part","4960","49-60 POWERTRON","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"49-60 POWERTRON",2,66.00,"BATTERY DISTRIBUTORS",,124.95,"","49-60"
,"Active","Inventory Part","4BKPKWREADER","WOMEN 4X BK/PK READER","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WOMEN 4X BK/PK READER",-1,1.35,"GLOBAL VISION",,19.95,"","4BKPKWREADER"
,"Active","Inventory Part","4PKWREADER","WOMEN 4X RED/PK READ","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WOMEN 4X RED/PK READ",-2,1.35,"GLOBAL VISION",,28.95,"","4PKWREADER"
,"Active","Inventory Part","4SLREADER","MENS 4X SILVER READER","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"MENS 4X SILVER READER",-2,1.75,"GLOBAL VISION",,28.95,"","4SLREADER"
,"Active","Inventory Part","4WHEEL","4 CAMERA WHEEL","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"4 CAMERA WHEEL",-36,6.50,"MOTOBATT",,42.00,"","4WHEEL"
,"Active","Inventory Part","5000017","BATTERY TENDER BAG","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"BATTERY TENDER BAG",-5,2.13,"ROYAL BATTERY",,5.00,"","5000017"
,"Active","Inventory Part","51 BLEM","51 BLEM 90 DAY WARRANTY","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"51 BLEM 90 DAY WARRANTY",0,22.00,"INTERSTATE BATTERY",,42.95,"","EC 51"
,"Active","Inventory Part","5160","51-60 POWERTRON","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"51-60 POWERTRON",-4,44.00,"BATTERY DISTRIBUTORS",,73.95,"","51-60"
,"Active","Inventory Part","51R BLEM","51R BLEM 90 DAY WARRANTY","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"51R BLEM 90 DAY WARRANTY",-5,22.00,"INTERSTATE BATTERY",,42.95,"","EC 51R"
,"Active","Inventory Part","51R60","51R POWERTRON","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"51R POWERTRON",0,43.18,"BATTERY DISTRIBUTORS",,73.95,"","51R60"
,"Active","Inventory Part","5653-050B","1/0-4/0 6"" BLACK H/S","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"1/0-4/0 6"" BLACK H/S",-3,0.70,"CARY INDUSTRIES, INC",,1.95,"",
,"Active","Inventory Part","5726-050R","1/0-3/0 RED FLAG PROTECTOR","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"1/0-3/0 RED FLAG PROTECTOR",-2,0.89,"CARY INDUSTRIES, INC",,1.95,"","5726-050R"
,"Active","Inventory Part","5860","58-60 POWERTRON","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"58-60 POWERTRON",2,44.00,"BATTERY DISTRIBUTORS",,73.95,"","58-60"
,"Active","Inventory Part","58BLEM","REPLACEMENT ONLY 90 WARRANTY","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"REPLACEMENT ONLY 90 WARRANTY",-3,22.00,"INTERSTATE BATTERY",,42.95,"",
,"Active","Inventory Part","58R60","5860 GROUP TYPE/ 60 MOS WARRANTY","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"5860 GROUP TYPE/ 60 MOS WARRANTY",-2,43.50,"BATTERY DISTRIBUTORS",,73.95,"","58R/60"
,"Active","Inventory Part","5BGWREADER","WOMENS 5X BG READER","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WOMENS 5X BG READER",-1,1.35,"GLOBAL VISION",,28.95,"","5BGWREADER"
,"Active","Inventory Part","5BKPKWREADER","WOMEN 5X BK/PK READER","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WOMEN 5X BK/PK READER",-2,1.35,"GLOBAL VISION",,19.95,"","5BKPKWREADER"
,"Active","Inventory Part","5GDREADER","MEN 5X GOLD READER","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"MEN 5X GOLD READER",-1,1.75,"GLOBAL VISION",,28.95,"","5GDREADER"
,"Active","Inventory Part","5PKWREADER","WOMEN 5X PK/RED READER","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"WOMEN 5X PK/RED READER",-11,1.35,"GLOBAL VISION",,28.95,"","5PKWREADER"
,"Active","Inventory Part","5SLREADER","MENS 5X SILVER READER","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"MENS 5X SILVER READER",-1,1.75,"GLOBAL VISION",,28.95,"","5SLREADER"
,"Active","Inventory Part","6100PCS","STREET FIGHTER BK/SL/G","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"STREET FIGHTER BK/SL/G",-3,65.00,"PACIFIC COAST",,130.95,"","6100PCS"
,"Active","Inventory Part","6105PCS","STREET FIGHTER BK/SL/C","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"STREET FIGHTER BK/SL/C",-2,65.00,"PACIFIC COAST",,130.95,"","6105PCS"
,"Active","Inventory Part","6125PCS","STREETFIGHTER BR W/CL","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"STREETFIGHTER BR W/CL",-1,65.00,"PACIFIC COAST",,130.95,"","6125PCS"
,"Active","Inventory Part","6200PCS","CRUISER BK W/ SM LENS","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"CRUISER BK W/ SM LENS",-1,65.00,"PACIFIC COAST",,130.95,"","6200PCS"
,"Active","Inventory Part","6205PCS","CRUISER BLACK/CLERA","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"CRUISER BLACK/CLERA",-3,65.00,"PACIFIC COAST",,130.95,"","6205PCS"
,"Active","Inventory Part","625A","625A ALK RETAIL STRIP","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"625A ALK RETAIL STRIP",-462,0.08,"WAMA",,2.95,"","625A"
,"Active","Inventory Part","6400PCS","BLUE ICE BLUE / BLUE NO REORDER","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"BLUE ICE BLUE / BLUE NO REORDER",-3,2.90,"PACIFIC COAST",,24.95,"","6400PCS"
,"Active","Inventory Part","65 BLEM","65 BLEM 90 DAY WARRANTY","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"65 BLEM 90 DAY WARRANTY",-19,22.00,"INTERSTATE BATTERY",,42.95,"","EC 65"
,"Active","Inventory Part","6525PCS","CRUISER CL/CHROME/BR","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"CRUISER CL/CHROME/BR",-1,65.00,"PACIFIC COAST",,130.95,"","6525PCS"
,"Active","Inventory Part","6560","65-60 POWERTRON","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"65-60 POWERTRON",-1,65.00,"BATTERY DISTRIBUTORS",,108.95,"","65/60"
,"Active","Inventory Part","6600PCS","RIDER BLACK/GREY","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"RIDER BLACK/GREY",-2,65.00,"PACIFIC COAST",,130.95,"","6600PCS"
,"Active","Inventory Part","6609PCS","RIDER BL/SL","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"RIDER BL/SL",-1,65.00,"PACIFIC COAST",,130.95,"","6609PCS"
,"Active","Inventory Part","6651","4 GA BUTT SPLICE","Tax","52900 · Purchases - Resale Items","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"4 GA BUTT SPLICE",0,0.42,"FTZ",,0.96,"","91220"
,"Active","Inventory Part","6654","1/0 BUTT SPLICE","Tax","52900 · Purchases - Resale Items","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"1/0 BUTT SPLICE",0,0.665,,,1.32,"","91250"
,"Active","Inventory Part","6700PCS","CUSTOM BK/CHROME W SM","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"CUSTOM BK/CHROME W SM",-2,65.00,"PACIFIC COAST",,130.95,"","6700PCS"
,"Active","Inventory Part","6810PCS","CHIX  GOGGLE BK W/SM M","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"CHIX  GOGGLE BK W/SM M",-2,4.35,"PACIFIC COAST",,20.95,"","6810PCS"
,"Active","Inventory Part","6820PCS","CHIX SPICE BK W/SM","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"CHIX SPICE BK W/SM",-3,2.80,"PACIFIC COAST",,12.95,"","6820PCS"
,"Active","Inventory Part","68304PCS","CHIX BK FLAME W/SM","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"CHIX BK FLAME W/SM",-3,2.90,"PACIFIC COAST",,12.95,"","68304PCS"
,"Active","Inventory Part","68309PCS","HEAVENLY BK W/ SM POLARIZED","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"HEAVENLY BK W/ SM POLARIZED",-17,4.55,"PACIFIC COAST",,20.95,"","68309"
,"Active","Inventory Part","6831PCS","CHIX / DISCONTINUED","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"CHIX / DISCONTINUED",-1,2.60,"PACIFIC COAST",,0.00,"","6831PCS"
